LEAID,NAME_LEA19,STCOUNTY,NAME_COUNTY19,COUNT,LANDAREA,WATERAREA
0100240,Autauga County School District,01001,Autauga County,1,593.7111782,10.65806907
0100270,Baldwin County School District,01003,Baldwin County,1,1589.800875,437.4681755
0100300,Barbour County School District,01005,Barbour County,1,825.4929876,5.546968171
0101410,Eufaula City School District,01005,Barbour County,1,59.51502748,13.96015426
0100360,Bibb County School District,01007,Bibb County,1,622.4569434,3.71181295
0100420,Blount County School District,01009,Blount County,1,629.079461,5.739604971
0102550,Oneonta City School District,01009,Blount County,1,15.75127414,0.057899496
0100480,Bullock County School District,01011,Bullock County,1,622.8121729,2.33132084
0100510,Butler County School District,01013,Butler County,1,776.8385533,1.042938423
0100090,Anniston City School District,01015,Calhoun County,1,45.7588178,0.069679087
0100540,Calhoun County School District,01015,Calhoun County,1,473.7007326,5.330554041
0101860,Jacksonville City School District,01015,Calhoun County,1,10.91255983,0.009729003
0100600,Chambers County School District,01017,Chambers County,1,590.3186285,6.552810283
0101980,Lanett City School District,01017,Chambers County,1,6.242284906,0
0100630,Cherokee County School District,01019,Cherokee County,1,553.4659246,46.51046955
0100660,Chilton County School District,01021,Chilton County,1,692.8515016,7.950670814
0100690,Choctaw County School District,01023,Choctaw County,1,913.4674914,7.39172112
0100720,Clarke County School District,01025,Clarke County,1,1132.637579,14.0970657
0103300,Thomasville City School District,01025,Clarke County,1,105.7739379,0.065559377
0100750,Clay County School District,01027,Clay County,1,603.9610353,2.040629918
0100780,Cleburne County School District,01029,Cleburne County,1,510.9115672,1.031280454
0100810,Coffee County School District,01031,Coffee County,1,541.5747258,0.910251322
0101260,Elba City School District,01031,Coffee County,1,83.95174804,0.531062306
0100840,Colbert County School District,01033,Colbert County,1,560.4030312,30.62275231
0102520,Muscle Shoals City School District,01033,Colbert County,1,16.53618936,0.020502798
0103000,Sheffield City School District,01033,Colbert County,1,6.58441236,0.085732444
0103420,Tuscumbia City School District,01033,Colbert County,1,9.221322261,0.043463136
0100870,Conecuh County School District,01035,Conecuh County,1,850.2000222,2.560647385
0100900,Coosa County School District,01037,Coosa County,1,650.9106664,15.43917231
0100060,Andalusia City School District,01039,Covington County,1,19.65717756,0.156723506
0100930,Covington County School District,01039,Covington County,1,987.2374463,12.13265467
0102610,Opp City School District,01039,Covington County,1,23.66389883,0.925432087
0100960,Crenshaw County School District,01041,Crenshaw County,1,608.8649056,2.080535508
0100990,Cullman City School District,01043,Cullman County,1,18.95009514,1.197669256
0101020,Cullman County School District,01043,Cullman County,1,715.6617683,19.08135366
0101050,Dale County School District,01045,Dale County,1,360.1216782,0.227126535
0101080,Daleville City School District,01045,Dale County,1,60.32022079,0
0102640,Ozark City School District,01045,Dale County,1,65.80154966,0.267560313
0101110,Dallas County School District,01047,Dallas County,1,964.8747284,14.56664819
0102970,Selma City School District,01047,Dallas County,1,13.8092134,0.593545607
0101140,DeKalb County School District,01049,DeKalb County,1,720.8882315,1.256675321
0101560,Fort Payne City School District,01049,DeKalb County,1,56.18841323,0.35678312
0101290,Elmore County School District,01051,Elmore County,1,526.8894586,33.89795513
0100450,Brewton City School District,01053,Escambia County,1,11.2191041,0.233546256
0101350,Escambia County School District,01053,Escambia County,1,934.0034668,7.683458765
0100180,Attalla City School District,01055,Etowah County,1,6.980345083,0
0101380,Etowah County School District,01055,Etowah County,1,487.7814044,12.36305535
0101620,Gadsden City School District,01055,Etowah County,1,37.30812266,1.178813184
0101470,Fayette County School District,01057,Fayette County,1,599.8314398,1.653504572
0101590,Franklin County School District,01059,Franklin County,1,620.4924853,12.49771312
0102910,Russellville City School District,01059,Franklin County,1,13.42605178,0.106198948
0101640,Geneva City School District,01061,Geneva County,1,84.58012161,0.988916165
0101660,Geneva County School District,01061,Geneva County,1,489.8550866,3.526754178
0101680,Greene County School District,01063,Greene County,1,647.0225951,12.90254742
0101710,Hale County School District,01065,Hale County,1,643.7821187,12.71917515
0101740,Henry County School District,01067,Henry County,1,561.5702258,6.558649306
0101770,Houston County School District,01069,Houston County,1,498.0068054,1.509635566
0101830,Jackson County School District,01071,Jackson County,1,1026.847179,43.15472581
0102940,Scottsboro City School District,01071,Jackson County,1,51.14006744,5.623380108
0100330,Bessemer City School District,01073,Jefferson County,1,40.53999787,0.165675671
0101440,Fairfield City School District,01073,Jefferson County,1,3.469967042,0
0101760,Homewood City School District,01073,Jefferson County,1,8.341225519,0.066016136
0101920,Jefferson County School District,01073,Jefferson County,1,798.2950987,9.88785199
0102350,Midfield City School District,01073,Jefferson County,1,2.653629669,0
0102490,Mountain Brook City School District,01073,Jefferson County,1,12.82510266,0.019208583
0103270,Tarrant City School District,01073,Jefferson County,1,6.377508699,0.053155073
0101950,Lamar County School District,01075,Lamar County,1,604.8462916,0.618025643
0101530,Florence City School District,01077,Lauderdale County,1,26.47647557,0.211007155
0102010,Lauderdale County School District,01077,Lauderdale County,1,641.5366882,51.37569942
0102040,Lawrence County School District,01079,Lawrence County,1,690.6843781,26.51841707
0100210,Auburn City School District,01081,Lee County,1,60.08027682,1.031836055
0102070,Lee County School District,01081,Lee County,1,484.3838192,6.251426261
0102580,Opelika City School District,01081,Lee County,1,59.07159184,1.011718201
0100120,Athens City School District,01083,Limestone County,1,39.85990167,0.256973391
0102100,Limestone County School District,01083,Limestone County,1,469.0673354,47.09737111
0102160,Lowndes County School District,01085,Lowndes County,1,715.9111845,9.159052088
0102190,Macon County School District,01087,Macon County,1,608.8274216,4.380480527
0102220,Madison County School District,01089,Madison County,1,602.6992256,9.964682076
0101200,Demopolis City School District,01091,Marengo County,1,17.73798064,0.323231227
0102130,Linden City School District,01091,Marengo County,1,212.5350442,1.182526714
0102250,Marengo County School District,01091,Marengo County,1,746.5248762,4.367634136
0102310,Marion County School District,01093,Marion County,1,702.7660259,1.107144898
0100005,Albertville City School District,01095,Marshall County,1,26.77952292,0.099887721
0100006,Marshall County School District,01095,Marshall County,1,488.6947079,39.98474665
0101690,Guntersville City School District,01095,Marshall County,1,25.63461761,17.06267133
0100185,Saraland City School District,01097,Mobile County,1,32.0581829,0.22128674
0100188,Chickasaw City School District,01097,Mobile County,1,4.206564278,0.350767262
0100189,Satsuma City School District,01097,Mobile County,1,7.334212745,0.047293655
0102370,Mobile County School District,01097,Mobile County,1,1185.808736,414.028843
0102400,Monroe County School District,01099,Monroe County,1,1025.453304,8.945056116
0100003,Maxwell AFB School District,01101,Montgomery County,1,3.361704379,0.143795261
0100195,Pike Road City School District,01101,Montgomery County,1,32.87539479,0.300604095
0102430,Montgomery County School District,01101,Montgomery County,1,749.0957503,14.13475777
0101730,Hartselle City School District,01103,Morgan County,1,14.83832705,0.076911167
0102480,Morgan County School District,01103,Morgan County,1,515.6225762,12.95642026
0102670,Perry County School District,01105,Perry County,1,719.647759,4.231421149
0102730,Pickens County School District,01107,Pickens County,1,881.3454167,8.780345314
0102790,Pike County School District,01109,Pike County,1,643.7309791,0.823418873
0103330,Troy City School District,01109,Pike County,1,28.3368143,0.078892257
0102820,Randolph County School District,01111,Randolph County,1,561.8133574,3.20334573
0102850,Roanoke City School District,01111,Randolph County,1,18.73602619,0.381775128
0102880,Russell County School District,01113,Russell County,1,616.9675033,6.118520626
0102650,Pell City City School District,01115,St. Clair County,1,155.3789257,13.36900789
0103062,St. Clair County School District,01115,St. Clair County,1,471.2856673,8.349490036
0100190,Alabaster City School District,01117,Shelby County,1,25.24617991,0.311257041
0100194,Pelham City School District,01117,Shelby County,1,38.80927518,0.520564574
0103030,Shelby County School District,01117,Shelby County,1,695.545233,21.40668297
0103090,Sumter County School District,01119,Sumter County,1,903.8261625,9.511581907
0103120,Sylacauga City School District,01121,Talladega County,1,20.25022433,0.162459826
0103150,Talladega City School District,01121,Talladega County,1,25.50503709,0.080530103
0103180,Talladega County School District,01121,Talladega County,1,684.8767153,23.20718436
0100030,Alexander City City School District,01123,Tallapoosa County,1,95.23857215,16.92919349
0103210,Tallapoosa County School District,01123,Tallapoosa County,1,618.2773194,32.45912915
0103360,Tuscaloosa City School District,01125,Tuscaloosa County,1,58.7529865,9.492401509
0103390,Tuscaloosa County School District,01125,Tuscaloosa County,1,1262.106416,20.89945745
0101890,Jasper City School District,01127,Walker County,1,29.05680683,0.32296057
0103450,Walker County School District,01127,Walker County,1,761.9453438,13.8681075
