St_Dist_Code,NAME_LEA19,STCD116,COUNT,LANDAREA,WATERAREA
0100001,Fort Rucker School District,0102,1,89.9417229,1.081745166
0100003,Maxwell AFB School District,0102,1,3.361704379,0.143795261
0100005,Albertville City School District,0104,1,26.77952292,0.099887721
0100006,Marshall County School District,0104,1,488.6947079,39.98474665
0100007,Hoover City School District,0106,2,44.48748797,0.949864246
0100007,Hoover City School District,0107,2,2.847987327,0.018126725
0100008,Madison City School District,0105,1,30.31826673,0.135712212
0100011,Leeds City School District,0103,2,2.443856883,0.013401606
0100011,Leeds City School District,0106,2,20.03948937,0.205171221
0100012,Boaz City School District,0104,1,14.54966123,0.06250222
0100013,Trussville City School District,0103,3,2.459850779,0.059574407
0100013,Trussville City School District,0106,3,30.7435324,0.450741471
0100013,Trussville City School District,0107,3,0.615254974,0
0100030,Alexander City City School District,0103,1,95.23857215,16.92919349
0100060,Andalusia City School District,0102,1,19.65717756,0.156723506
0100090,Anniston City School District,0103,1,45.7588178,0.069679087
0100100,Arab City School District,0104,1,13.32509417,0.132526483
0100120,Athens City School District,0105,1,39.85990167,0.256973391
0100180,Attalla City School District,0104,1,6.980345083,0
0100185,Saraland City School District,0101,1,32.0581829,0.22128674
0100188,Chickasaw City School District,0101,1,4.206564278,0.350767262
0100189,Satsuma City School District,0101,1,7.334212745,0.047293655
0100190,Alabaster City School District,0106,1,25.24617991,0.311257041
0100194,Pelham City School District,0106,1,38.80927518,0.520564574
0100195,Pike Road City School District,0102,2,4.67449772,0.039119486
0100195,Pike Road City School District,0103,2,28.20089707,0.261484609
0100210,Auburn City School District,0103,1,60.08027682,1.031836055
0100240,Autauga County School District,0102,1,593.7111782,10.65806907
0100270,Baldwin County School District,0101,1,1589.800875,437.4681755
0100300,Barbour County School District,0102,1,825.4929876,5.546968171
0100330,Bessemer City School District,0106,2,11.53833454,0.098368796
0100330,Bessemer City School District,0107,2,29.00166333,0.067306876
0100360,Bibb County School District,0106,1,622.4569434,3.71181295
0100390,Birmingham City School District,0106,2,42.47549757,2.441817877
0100390,Birmingham City School District,0107,2,103.600097,0.103824419
0100420,Blount County School District,0104,2,87.54486623,0.323747446
0100420,Blount County School District,0106,2,541.5345948,5.415857525
0100450,Brewton City School District,0101,1,11.2191041,0.233546256
0100480,Bullock County School District,0102,1,622.8121729,2.33132084
0100510,Butler County School District,0102,1,776.8385533,1.042938423
0100540,Calhoun County School District,0103,1,473.7007326,5.330554041
0100600,Chambers County School District,0103,1,590.3186285,6.552810283
0100630,Cherokee County School District,0103,2,478.3064555,46.50256295
0100630,Cherokee County School District,0104,2,75.15946908,0.0079066
0100660,Chilton County School District,0106,1,692.8515016,7.950670814
0100690,Choctaw County School District,0107,1,913.4674914,7.39172112
0100720,Clarke County School District,0101,2,196.6302249,1.483809191
0100720,Clarke County School District,0107,2,936.0073541,12.61325651
0100750,Clay County School District,0103,1,603.9610353,2.040629918
0100780,Cleburne County School District,0103,1,510.9115672,1.031280454
0100810,Coffee County School District,0102,1,541.5747258,0.910251322
0100840,Colbert County School District,0104,1,560.4030312,30.62275231
0100870,Conecuh County School District,0102,1,850.2000222,2.560647385
0100900,Coosa County School District,0106,1,650.9106664,15.43917231
0100930,Covington County School District,0102,1,987.2374463,12.13265467
0100960,Crenshaw County School District,0102,1,608.8649056,2.080535508
0100990,Cullman City School District,0104,1,18.95009514,1.197669256
0101020,Cullman County School District,0104,1,715.6617683,19.08135366
0101050,Dale County School District,0102,1,360.1216782,0.227126535
0101080,Daleville City School District,0102,1,60.32022079,0
0101110,Dallas County School District,0107,1,964.8747284,14.56664819
0101140,DeKalb County School District,0104,1,720.8882315,1.256675321
0101170,Decatur City School District,0105,1,54.16049109,6.562323069
0101200,Demopolis City School District,0107,1,17.73798064,0.323231227
0101230,Dothan City School District,0102,1,89.76058267,0.324291078
0101260,Elba City School District,0102,1,83.95174804,0.531062306
0101290,Elmore County School District,0102,1,526.8894586,33.89795513
0101320,Enterprise City School District,0102,1,30.63161837,0.067260543
0101350,Escambia County School District,0101,1,934.0034668,7.683458765
0101380,Etowah County School District,0104,1,487.7814044,12.36305535
0101410,Eufaula City School District,0102,1,59.51502748,13.96015426
0101440,Fairfield City School District,0107,1,3.469967042,0
0101470,Fayette County School District,0104,1,599.8314398,1.653504572
0101530,Florence City School District,0105,1,26.47647557,0.211007155
0101560,Fort Payne City School District,0104,1,56.18841323,0.35678312
0101590,Franklin County School District,0104,1,620.4924853,12.49771312
0101620,Gadsden City School District,0104,1,37.30812266,1.178813184
0101640,Geneva City School District,0102,1,84.58012161,0.988916165
0101660,Geneva County School District,0102,1,489.8550866,3.526754178
0101680,Greene County School District,0107,1,647.0225951,12.90254742
0101690,Guntersville City School District,0104,1,25.63461761,17.06267133
0101710,Hale County School District,0107,1,643.7821187,12.71917515
0101720,Haleyville City School District,0104,1,74.1522563,0.353353761
0101730,Hartselle City School District,0105,1,14.83832705,0.076911167
0101740,Henry County School District,0102,1,561.5702258,6.558649306
0101760,Homewood City School District,0106,2,5.310367461,0.066016136
0101760,Homewood City School District,0107,2,3.030858058,0
0101770,Houston County School District,0102,1,498.0068054,1.509635566
0101800,Huntsville City School District,0105,1,213.9756539,1.360926383
0101830,Jackson County School District,0104,2,9.115854977,0.799405248
0101830,Jackson County School District,0105,2,1017.731324,42.35532057
0101860,Jacksonville City School District,0103,1,10.91255983,0.009729003
0101890,Jasper City School District,0104,1,29.05680683,0.32296057
0101920,Jefferson County School District,0106,2,697.8337058,8.927284605
0101920,Jefferson County School District,0107,2,100.4613929,0.960567385
0101950,Lamar County School District,0104,1,604.8462916,0.618025643
0101980,Lanett City School District,0103,1,6.242284906,0
0102010,Lauderdale County School District,0105,1,641.5366882,51.37569942
0102040,Lawrence County School District,0104,1,690.6843781,26.51841707
0102070,Lee County School District,0103,1,484.3838192,6.251426261
0102100,Limestone County School District,0105,1,469.0673354,47.09737111
0102130,Linden City School District,0107,1,212.5350442,1.182526714
0102160,Lowndes County School District,0107,1,715.9111845,9.159052088
0102190,Macon County School District,0103,1,608.8274216,4.380480527
0102220,Madison County School District,0105,1,602.6992256,9.964682076
0102250,Marengo County School District,0107,1,746.5248762,4.367634136
0102310,Marion County School District,0104,1,702.7660259,1.107144898
0102350,Midfield City School District,0107,1,2.653629669,0
0102370,Mobile County School District,0101,1,1185.808736,414.028843
0102400,Monroe County School District,0101,1,1025.453304,8.945056116
0102430,Montgomery County School District,0102,3,519.4498612,10.9028787
0102430,Montgomery County School District,0103,3,147.4776787,1.97710916
0102430,Montgomery County School District,0107,3,82.16821043,1.254769906
0102480,Morgan County School District,0105,1,515.6225762,12.95642026
0102490,Mountain Brook City School District,0106,1,12.82510266,0.019208583
0102520,Muscle Shoals City School District,0104,1,16.53618936,0.020502798
0102550,Oneonta City School District,0106,1,15.75127414,0.057899496
0102580,Opelika City School District,0103,1,59.07159184,1.011718201
0102610,Opp City School District,0102,1,23.66389883,0.925432087
0102635,Oxford City School District,0103,1,41.42242126,0.777706692
0102640,Ozark City School District,0102,1,65.80154966,0.267560313
0102650,Pell City City School District,0103,1,155.3789257,13.36900789
0102670,Perry County School District,0107,1,719.647759,4.231421149
0102700,Phenix City City School District,0103,1,27.99839459,0.125700968
0102730,Pickens County School District,0107,1,881.3454167,8.780345314
0102760,Piedmont City School District,0103,1,89.2255246,0.375505215
0102790,Pike County School District,0102,1,643.7309791,0.823418873
0102820,Randolph County School District,0103,1,561.8133574,3.20334573
0102850,Roanoke City School District,0103,1,18.73602619,0.381775128
0102880,Russell County School District,0103,1,616.9675033,6.118520626
0102910,Russellville City School District,0104,1,13.42605178,0.106198948
0102940,Scottsboro City School District,0105,1,51.14006744,5.623380108
0102970,Selma City School District,0107,1,13.8092134,0.593545607
0103000,Sheffield City School District,0104,1,6.58441236,0.085732444
0103030,Shelby County School District,0106,1,695.545233,21.40668297
0103062,St. Clair County School District,0103,1,471.2856673,8.349490036
0103090,Sumter County School District,0107,1,903.8261625,9.511581907
0103120,Sylacauga City School District,0103,1,20.25022433,0.162459826
0103150,Talladega City School District,0103,1,25.50503709,0.080530103
0103180,Talladega County School District,0103,1,684.8767153,23.20718436
0103210,Tallapoosa County School District,0103,1,618.2773194,32.45912915
0103240,Tallassee City School District,0102,2,91.55698366,4.696021372
0103240,Tallassee City School District,0103,2,3.005903502,0.344001594
0103270,Tarrant City School District,0106,2,3.008739037,0.049534592
0103270,Tarrant City School District,0107,2,3.368769662,0.00362048
0103300,Thomasville City School District,0107,1,105.7739379,0.065559377
0103330,Troy City School District,0102,1,28.3368143,0.078892257
0103360,Tuscaloosa City School District,0104,2,19.67047029,8.676036337
0103360,Tuscaloosa City School District,0107,2,39.08251621,0.816365172
0103390,Tuscaloosa County School District,0104,2,788.3743087,12.50412319
0103390,Tuscaloosa County School District,0107,2,473.7321076,8.395334264
0103420,Tuscumbia City School District,0104,1,9.221322261,0.043463136
0103430,Vestavia Hills City School District,0106,1,19.86813684,0.239308059
0103450,Walker County School District,0104,1,761.9453438,13.8681075
0103480,Washington County School District,0101,1,1080.205901,8.360167306
0103510,Wilcox County School District,0107,1,888.4500951,18.9412171
0103540,Winfield City School District,0104,1,64.91028723,0.118918698
0103580,Winston County School District,0104,1,541.3471271,18.55537053
0200001,Lower Kuskokwim School District,0200,1,21315.9593,4966.22849
